section_id,line_type,is_electrified,block_length_km,loop_length_m,gradient_permille,curvature_class,max_speed_kmph,perm_speed_restr_kmph,signal_type,headway_min,section_capacity_tph,section_utilization,maint_block_active,maint_start_time,maint_end_time,train_id,train_type,priority_class,train_length_m,axle_load_tonnes,traction_type,accel_category,braking_category,origin_station,dest_station,stopping_pattern,sch_arrival_time,sch_departure_time,actual_arrival_time,actual_departure_time,delay_prev_checkpoint_min,dwell_scheduled_min,dwell_actual_min,buffer_time_min,time_of_day_hour,day_of_week,is_holiday,is_peak_hour,direction,overtake_planned,conflicts_next_15min,headway_ahead_min,headway_behind_min,crossings_junction,congestion_index,incident_flag,incident_type,weather_category,weather_severity,temp_speed_restr,worksite_severity,delay_next_min,high_delay_risk
SEC001,single,True,3.9,609.0,14.2,straight,60,70,MACL,7,14,0.92,False,2025-12-05 02:59:25,2025-12-05 06:22:09,Train_60890,MEMU,3,728.0,19.8,electric,medium,standard,KZJ,HYB,non_stop,2025-12-05 17:39:57,2025-12-05 17:46:22,2025-12-05 17:40:33,2025-12-05 17:55:46,22.46,2.1,2.09,7.1,16.8,6,True,False,down,False,7,11.2,17.4,1,0.94,False,none,clear,0.01,False,low,36.0,True
SEC001,single,True,6.7,598.0,11.9,mild,90,70,absolute,3,13,0.54,False,2025-12-05 02:32:45,2025-12-05 05:46:28,Train_58626,express,2,613.0,23.2,electric,fast,standard,DHNE,HYB,limited_stops,2025-12-05 21:18:06,2025-12-05 21:21:51,2025-12-05 21:23:00,2025-12-05 21:29:48,15.87,7.2,9.74,6.6,20.8,0,False,False,down,False,7,12.1,17.4,4,0.27,False,none,clear,0.81,False,none,37.3,True
SEC003,double,True,3.1,573.0,13.4,straight,90,70,MACL,5,13,0.51,False,2025-12-05 05:06:41,2025-12-05 08:17:38,Train_35984,express,4,874.0,19.2,electric,slow,advanced,KZJ,RC,all_stops,2025-12-05 11:33:04,2025-12-05 11:38:01,2025-12-05 11:41:20,2025-12-05 11:43:30,5.5,8.0,7.41,6.8,11.5,6,False,False,up,True,6,5.1,3.9,1,0.81,False,none,clear,0.55,False,none,27.6,True
SEC002,single,True,7.4,1059.0,-15.0,mild,90,0,MACL,3,20,0.42,False,2025-12-05 04:03:47,2025-12-05 08:11:42,Train_66121,express,2,486.0,18.2,electric,medium,standard,KZJ,MUE,all_stops,2025-12-05 21:54:07,2025-12-05 21:56:56,2025-12-05 22:02:27,2025-12-05 22:04:55,24.95,8.9,11.24,5.4,21.9,3,False,False,down,True,7,16.6,12.7,1,0.61,False,none,clear,0.34,False,low,30.8,True
SEC003,single,True,6.0,967.0,-5.0,straight,90,0,absolute,5,16,0.88,False,2025-12-05 05:03:20,2025-12-05 10:24:11,Train_27560,express,3,444.0,24.5,electric,slow,standard,NDLS,BCT,all_stops,2025-12-05 11:55:43,2025-12-05 12:06:29,2025-12-05 12:09:12,2025-12-05 12:23:19,5.95,9.6,9.2,3.3,11.5,5,False,False,up,True,2,4.7,20.5,4,0.9,False,none,clear,0.61,False,none,40.8,True
SEC003,double,True,6.1,866.0,3.8,straight,60,50,automatic,10,15,0.41,False,2025-12-05 03:28:33,2025-12-05 06:50:27,Train_85215,express,2,797.0,20.9,electric,fast,advanced,SC,RC,non_stop,2025-12-05 07:07:46,2025-12-05 07:17:49,2025-12-05 07:20:26,2025-12-05 07:36:27,21.0,11.0,10.75,2.4,7.0,4,False,True,down,True,1,16.3,24.7,2,0.44,False,none,clear,0.89,False,none,36.8,True
SEC004,single,True,6.0,1042.0,-5.8,straight,60,30,absolute,7,17,0.49,False,2025-12-05 02:19:09,2025-12-05 04:20:35,Train_77046,freight,3,754.0,20.4,electric,medium,standard,KZJ,MAS,limited_stops,2025-12-05 08:37:33,2025-12-05 08:41:33,2025-12-05 08:51:39,2025-12-05 09:00:55,23.39,4.0,4.56,2.4,8.5,0,False,True,down,False,4,5.6,15.5,4,0.64,True,signal_failure,rain,0.36,False,none,27.4,True
SEC001,double,False,5.9,1095.0,4.7,straight,90,0,MACL,5,12,0.68,False,2025-12-05 05:02:52,2025-12-05 09:00:27,Train_73634,passenger,3,486.0,21.5,electric,slow,standard,BPQ,MAS,all_stops,2025-12-05 16:17:22,2025-12-05 16:25:33,2025-12-05 16:32:34,2025-12-05 16:30:03,3.69,12.0,11.52,4.9,15.3,1,False,False,down,True,4,10.3,15.2,0,0.87,False,none,clear,0.0,True,none,20.2,True
SEC001,single,True,4.1,1165.0,6.4,mild,90,70,absolute,5,16,0.66,True,2025-12-05 02:36:39,2025-12-05 07:24:12,Train_36624,express,4,436.0,24.1,dual,medium,standard,KZJ,BCT,non_stop,2025-12-05 11:08:53,2025-12-05 11:19:26,2025-12-05 11:26:37,2025-12-05 11:40:38,24.7,8.9,11.57,2.2,10.6,3,False,False,down,True,4,19.5,14.0,0,0.41,False,none,clear,0.37,False,none,28.3,True
SEC005,single,True,4.6,641.0,3.7,straight,60,0,absolute,10,17,0.73,False,2025-12-05 03:21:23,2025-12-05 08:16:19,Train_87637,passenger,3,755.0,19.6,electric,medium,standard,NDLS,MUE,limited_stops,2025-12-05 13:04:06,2025-12-05 13:06:17,2025-12-05 13:12:21,2025-12-05 13:26:35,17.52,3.5,5.77,6.4,12.8,1,False,False,down,False,7,10.7,20.9,4,0.3,False,none,rain,0.47,False,none,29.1,True
SEC003,single,True,5.7,809.0,-1.3,mild,110,30,MACL,3,17,0.87,False,2025-12-05 03:13:42,2025-12-05 05:33:19,Train_37628,express,2,696.0,20.7,electric,medium,standard,NDLS,MAS,all_stops,2025-12-05 20:22:08,2025-12-05 20:28:18,2025-12-05 20:38:22,2025-12-05 20:41:57,20.59,9.2,11.72,3.8,20.1,0,False,False,up,False,3,12.7,21.2,4,0.4,False,none,clear,0.17,False,high,25.8,True
SEC003,double,True,6.7,1146.0,5.9,mild,60,30,automatic,5,13,0.81,False,2025-12-05 01:41:06,2025-12-05 06:16:48,Train_89043,passenger,1,819.0,19.5,electric,medium,standard,SC,RC,non_stop,2025-12-05 18:02:41,2025-12-05 18:07:22,2025-12-05 18:09:46,2025-12-05 18:21:39,14.9,6.0,8.48,3.0,17.2,1,False,True,down,True,5,19.3,15.8,4,0.39,False,none,rain,0.53,False,none,29.7,True
SEC002,double,True,4.5,823.0,8.4,straight,60,0,automatic,10,8,0.61,False,2025-12-05 04:44:18,2025-12-05 08:09:09,Train_90140,MEMU,1,831.0,21.8,electric,slow,standard,SC,MAS,limited_stops,2025-12-05 18:58:13,2025-12-05 19:10:24,2025-12-05 19:13:28,2025-12-05 19:17:41,8.0,9.2,10.16,6.9,18.8,3,False,True,down,False,1,19.2,23.4,0,0.3,False,none,rain,0.45,False,none,25.8,True
SEC001,single,True,7.4,841.0,5.9,straight,110,70,MACL,3,17,0.43,False,2025-12-05 02:33:48,2025-12-05 05:00:18,Train_68463,passenger,3,773.0,18.9,electric,fast,advanced,NDLS,RC,non_stop,2025-12-05 08:51:50,2025-12-05 09:00:31,2025-12-05 09:09:12,2025-12-05 09:17:54,6.29,9.7,9.4,6.4,8.6,6,False,True,down,True,7,6.5,11.6,4,0.62,False,none,rain,0.4,False,none,27.5,True
SEC002,single,False,7.5,1160.0,9.4,straight,60,0,absolute,7,10,0.43,False,2025-12-05 02:44:11,2025-12-05 06:55:50,Train_71552,MEMU,3,550.0,23.9,dual,fast,standard,BPQ,MAS,all_stops,2025-12-05 14:32:52,2025-12-05 14:38:15,2025-12-05 14:34:13,2025-12-05 15:01:27,9.84,8.6,9.09,6.2,14.2,4,False,False,down,False,1,6.0,20.5,1,0.52,False,none,rain,0.58,True,none,23.1,True
SEC004,double,True,4.5,1014.0,13.4,mild,60,70,MACL,7,9,0.64,False,2025-12-05 01:04:43,2025-12-05 03:18:56,Train_19413,freight,4,585.0,23.6,diesel,slow,advanced,BPQ,MUE,limited_stops,2025-12-05 16:02:14,2025-12-05 16:16:18,2025-12-05 16:05:16,2025-12-05 16:20:52,3.18,6.0,7.98,7.4,15.8,4,False,False,down,False,2,8.9,4.0,3,0.48,False,none,fog,0.85,False,none,29.5,True
SEC005,double,True,6.1,886.0,-11.9,straight,60,0,absolute,10,9,0.79,False,2025-12-05 03:56:21,2025-12-05 09:54:24,Train_63358,passenger,3,453.0,21.8,electric,slow,standard,SC,RC,non_stop,2025-12-05 19:05:51,2025-12-05 19:08:04,2025-12-05 19:19:25,2025-12-05 19:11:50,15.14,7.6,9.78,3.2,19.0,3,False,True,up,False,5,19.3,20.9,3,0.56,False,none,rain,0.8,False,low,33.9,True
SEC002,double,True,4.9,750.0,12.2,straight,130,50,absolute,5,12,0.49,True,2025-12-05 01:25:59,2025-12-05 05:27:09,Train_61204,express,3,666.0,21.2,electric,medium,advanced,DHNE,MUE,limited_stops,2025-12-05 11:14:13,2025-12-05 11:16:32,2025-12-05 11:23:33,2025-12-05 11:24:23,5.28,9.3,9.82,2.7,10.7,2,False,False,down,True,7,6.6,21.7,3,0.87,False,none,rain,0.19,False,none,23.0,True
SEC001,double,True,4.0,1141.0,-6.8,mild,60,30,MACL,10,23,0.84,False,2025-12-05 05:44:24,2025-12-05 08:51:09,Train_11186,passenger,3,880.0,19.0,diesel,medium,advanced,SC,MAS,all_stops,2025-12-05 17:43:07,2025-12-05 17:47:40,2025-12-05 17:46:09,2025-12-05 18:04:50,6.02,4.8,7.13,5.3,17.6,0,False,True,down,False,1,9.6,21.4,4,0.69,False,none,clear,0.82,False,none,43.1,True
SEC004,double,True,7.4,506.0,1.9,sharp,110,0,automatic,5,9,0.91,False,2025-12-05 05:45:15,2025-12-05 08:56:21,Train_36310,express,3,858.0,23.5,electric,medium,standard,KZJ,MUE,limited_stops,2025-12-05 06:17:53,2025-12-05 06:30:43,2025-12-05 06:21:15,2025-12-05 06:45:01,16.43,4.9,7.9,4.7,6.0,5,False,False,up,True,6,19.5,3.9,2,0.36,False,none,rain,0.23,False,none,25.8,True
SEC003,double,True,8.5,725.0,13.3,mild,110,30,absolute,7,12,0.68,True,2025-12-05 04:58:03,2025-12-05 10:46:43,Train_77563,passenger,5,757.0,22.1,electric,medium,advanced,BPQ,RC,all_stops,2025-12-05 06:35:40,2025-12-05 06:50:27,2025-12-05 06:44:28,2025-12-05 07:12:08,8.05,10.7,13.53,2.6,6.1,5,True,False,up,False,0,3.3,9.0,3,0.43,False,none,clear,0.85,False,none,38.6,True
SEC004,double,True,6.1,1162.0,3.6,straight,110,0,MACL,3,12,0.77,False,2025-12-05 04:52:05,2025-12-05 10:10:39,Train_24287,passenger,3,677.0,24.2,dual,medium,standard,KZJ,MAS,non_stop,2025-12-05 06:56:57,2025-12-05 07:11:46,2025-12-05 07:00:16,2025-12-05 07:28:55,10.75,9.0,8.86,5.4,6.4,3,False,False,down,False,3,14.8,10.4,4,0.81,True,none,clear,0.9,True,none,39.9,True
SEC002,double,False,8.0,849.0,-12.5,mild,110,50,MACL,7,23,0.48,False,2025-12-05 02:59:48,2025-12-05 06:10:32,Train_68968,MEMU,2,897.0,19.4,dual,fast,advanced,KZJ,HYB,all_stops,2025-12-05 17:17:57,2025-12-05 17:23:09,2025-12-05 17:37:01,2025-12-05 17:30:55,13.72,7.0,8.51,4.2,16.8,5,False,False,down,False,7,15.0,10.9,2,0.36,False,none,clear,0.25,False,none,24.9,True
SEC001,single,True,6.5,937.0,-0.0,straight,60,0,absolute,7,15,0.83,False,2025-12-05 03:53:12,2025-12-05 07:54:58,Train_41233,freight,1,795.0,19.0,electric,medium,advanced,KZJ,MAS,non_stop,2025-12-05 14:57:09,2025-12-05 15:09:43,2025-12-05 15:16:31,2025-12-05 15:29:02,19.16,11.0,13.26,5.4,14.0,5,False,False,down,False,2,3.4,8.9,2,0.62,False,none,rain,0.01,True,low,24.6,True
SEC002,single,True,6.1,873.0,11.8,straight,110,70,MACL,10,11,0.73,False,2025-12-05 01:10:57,2025-12-05 05:01:16,Train_32667,MEMU,3,709.0,24.0,electric,medium,advanced,NDLS,HYB,limited_stops,2025-12-05 14:15:56,2025-12-05 14:29:52,2025-12-05 14:20:03,2025-12-05 14:40:42,21.64,4.6,4.89,6.4,13.7,0,False,False,down,False,4,17.9,12.7,4,0.75,True,track_defect,clear,0.75,False,high,41.1,True
SEC003,single,False,5.6,778.0,-2.6,mild,110,30,automatic,7,19,0.77,False,2025-12-05 02:30:30,2025-12-05 07:54:15,Train_12157,passenger,2,769.0,18.5,electric,fast,standard,KZJ,BCT,non_stop,2025-12-05 21:26:40,2025-12-05 21:41:32,2025-12-05 21:39:35,2025-12-05 21:46:48,22.4,3.5,5.23,2.9,21.0,0,False,False,down,False,0,12.0,13.0,4,0.24,False,none,rain,0.03,False,none,25.0,True
SEC003,single,True,4.3,966.0,10.4,mild,110,50,automatic,3,14,0.82,True,2025-12-05 01:48:46,2025-12-05 05:16:09,Train_95875,express,2,896.0,21.0,electric,slow,standard,DHNE,MAS,limited_stops,2025-12-05 09:44:10,2025-12-05 09:58:21,2025-12-05 09:45:29,2025-12-05 10:14:07,0.99,9.1,8.31,7.5,9.7,3,False,True,down,False,0,9.8,18.6,4,0.66,False,none,rain,0.81,False,low,33.9,True
SEC001,single,True,3.5,1037.0,8.8,straight,110,70,automatic,10,15,0.69,False,2025-12-05 02:47:23,2025-12-05 06:31:36,Train_47671,MEMU,3,852.0,22.9,electric,medium,standard,DHNE,MAS,limited_stops,2025-12-05 09:21:29,2025-12-05 09:24:01,2025-12-05 09:30:35,2025-12-05 09:48:22,-0.99,3.8,6.58,4.1,8.9,1,False,True,up,False,2,4.7,9.1,0,0.69,False,none,clear,0.08,False,none,18.2,True
SEC005,single,True,5.4,755.0,12.2,straight,60,70,MACL,5,9,0.59,True,2025-12-05 03:03:59,2025-12-05 05:12:24,Train_69700,freight,2,427.0,24.6,dual,medium,standard,DHNE,MAS,non_stop,2025-12-05 11:07:14,2025-12-05 11:10:53,2025-12-05 11:20:11,2025-12-05 11:34:24,17.56,3.5,3.46,2.6,10.6,1,False,False,up,False,2,7.3,18.3,1,0.29,False,none,clear,0.12,False,low,17.4,True
SEC004,double,False,6.1,913.0,-7.1,straight,90,30,MACL,7,13,0.94,False,2025-12-05 02:17:51,2025-12-05 04:38:29,Train_21923,passenger,1,454.0,22.5,dual,fast,advanced,BPQ,MAS,limited_stops,2025-12-05 15:50:09,2025-12-05 15:54:08,2025-12-05 15:54:44,2025-12-05 15:55:48,15.93,6.1,5.32,7.1,15.3,5,False,False,up,True,1,14.1,21.5,4,0.67,False,none,rain,0.54,False,high,33.3,True
SEC004,double,True,5.8,558.0,-0.1,mild,130,0,automatic,5,11,0.54,False,2025-12-05 05:40:36,2025-12-05 09:40:29,Train_46018,express,4,614.0,20.6,electric,medium,advanced,KZJ,MAS,non_stop,2025-12-05 12:43:40,2025-12-05 12:48:33,2025-12-05 12:58:15,2025-12-05 12:57:05,-1.98,4.9,5.2,7.6,11.9,0,False,False,up,False,3,9.2,24.9,0,0.89,False,none,rain,0.39,False,none,27.2,True
SEC003,double,True,6.8,883.0,-4.9,mild,110,0,absolute,5,10,0.41,False,2025-12-05 01:55:55,2025-12-05 07:21:15,Train_47534,MEMU,3,899.0,22.0,electric,fast,standard,SC,RC,limited_stops,2025-12-05 22:21:17,2025-12-05 22:32:10,2025-12-05 22:39:15,2025-12-05 22:43:56,22.21,10.4,13.22,2.3,21.9,5,False,False,up,False,7,5.1,15.5,0,0.81,False,none,clear,0.71,False,none,42.5,True
SEC002,double,True,4.1,1023.0,1.0,straight,90,0,absolute,10,16,0.54,False,2025-12-05 02:01:39,2025-12-05 05:23:19,Train_56917,MEMU,2,504.0,18.3,electric,fast,advanced,SC,BCT,limited_stops,2025-12-05 12:45:07,2025-12-05 12:49:44,2025-12-05 12:57:12,2025-12-05 12:53:56,1.08,4.0,5.13,3.0,11.8,4,False,False,down,False,3,12.7,14.2,3,0.86,False,none,clear,0.68,False,low,36.8,True
SEC002,single,False,4.9,910.0,-14.4,mild,130,0,absolute,10,18,0.88,False,2025-12-05 02:59:30,2025-12-05 05:00:47,Train_11580,passenger,1,547.0,22.1,electric,fast,standard,NDLS,HYB,limited_stops,2025-12-05 21:32:49,2025-12-05 21:44:26,2025-12-05 21:49:32,2025-12-05 21:55:30,10.34,5.8,7.59,6.9,21.4,4,False,False,up,True,7,11.7,11.6,3,0.44,False,none,rain,0.8,False,low,36.3,True
SEC005,double,True,5.3,1115.0,-7.7,straight,60,30,absolute,10,12,0.59,False,2025-12-05 02:39:50,2025-12-05 07:59:24,Train_64646,freight,3,402.0,24.4,electric,fast,advanced,DHNE,MUE,non_stop,2025-12-05 21:37:03,2025-12-05 21:49:29,2025-12-05 21:38:04,2025-12-05 22:03:54,17.76,11.2,10.94,7.1,21.0,3,False,False,down,False,2,6.9,6.4,4,0.78,False,none,clear,0.34,False,low,32.7,True
SEC002,double,True,4.0,700.0,14.2,straight,90,70,automatic,3,14,0.86,False,2025-12-05 01:45:34,2025-12-05 06:32:08,Train_96511,MEMU,3,797.0,21.4,electric,fast,standard,BPQ,HYB,limited_stops,2025-12-05 21:59:24,2025-12-05 22:05:21,2025-12-05 22:06:59,2025-12-05 22:11:29,24.48,5.9,7.56,6.0,21.7,4,False,False,down,False,0,13.3,4.8,3,0.89,False,none,clear,0.26,False,none,33.6,True
SEC004,single,True,8.0,844.0,3.1,mild,110,50,automatic,7,22,0.72,False,2025-12-05 01:16:33,2025-12-05 07:14:18,Train_11078,MEMU,4,760.0,21.3,diesel,slow,advanced,SC,HYB,all_stops,2025-12-05 07:31:23,2025-12-05 07:43:00,2025-12-05 07:47:08,2025-12-05 07:47:51,14.31,6.0,7.4,4.4,6.6,6,False,False,up,False,5,6.8,16.0,0,0.94,False,none,clear,0.63,False,none,39.3,True
SEC002,single,True,6.7,561.0,-9.8,straight,110,0,automatic,7,19,0.69,False,2025-12-05 03:04:01,2025-12-05 07:04:09,Train_57036,MEMU,2,837.0,19.9,electric,medium,standard,KZJ,MAS,limited_stops,2025-12-05 14:26:34,2025-12-05 14:29:30,2025-12-05 14:39:39,2025-12-05 14:38:05,18.71,3.0,3.08,3.6,13.7,2,False,False,up,False,5,4.7,16.0,1,0.92,False,none,fog,0.69,False,low,40.1,True
SEC005,single,True,3.5,990.0,0.2,mild,110,0,absolute,7,8,0.77,False,2025-12-05 03:17:58,2025-12-05 07:31:26,Train_85693,MEMU,3,812.0,21.1,diesel,fast,standard,DHNE,RC,non_stop,2025-12-05 10:45:12,2025-12-05 10:47:33,2025-12-05 11:02:38,2025-12-05 11:03:12,6.34,9.1,10.8,6.7,9.9,0,False,True,up,False,4,14.2,15.3,3,0.72,False,none,clear,0.76,False,none,35.8,True
SEC004,single,True,6.9,810.0,5.9,straight,110,30,automatic,5,22,0.46,False,2025-12-05 02:48:45,2025-12-05 05:24:52,Train_12821,freight,5,729.0,23.7,electric,fast,advanced,SC,BCT,all_stops,2025-12-05 12:20:20,2025-12-05 12:34:03,2025-12-05 12:29:26,2025-12-05 12:48:46,2.06,5.5,5.46,5.3,12.2,5,False,False,up,False,4,17.5,24.2,4,0.43,False,none,clear,0.78,False,none,26.6,True
SEC002,single,True,6.0,871.0,3.1,mild,110,0,automatic,3,21,0.67,False,2025-12-05 04:42:16,2025-12-05 07:17:32,Train_11262,MEMU,2,573.0,23.8,diesel,medium,standard,BPQ,MUE,non_stop,2025-12-05 11:36:49,2025-12-05 11:39:14,2025-12-05 11:43:29,2025-12-05 11:50:41,13.42,3.3,2.72,6.0,11.6,0,False,False,up,False,4,19.9,14.2,4,0.52,False,none,rain,0.03,False,none,25.3,True
SEC004,single,True,5.9,590.0,0.1,mild,130,0,automatic,3,8,0.79,False,2025-12-05 04:47:13,2025-12-05 07:04:18,Train_40410,express,2,616.0,22.4,electric,medium,advanced,KZJ,MUE,all_stops,2025-12-05 19:54:26,2025-12-05 20:02:57,2025-12-05 20:08:49,2025-12-05 20:27:20,-1.73,10.8,12.85,7.8,19.8,5,False,True,up,False,7,4.9,23.3,1,0.65,False,none,clear,0.87,False,none,32.8,True
SEC003,single,True,8.4,1198.0,5.2,straight,110,50,absolute,3,17,0.71,False,2025-12-05 02:05:16,2025-12-05 04:08:00,Train_92343,freight,4,434.0,22.5,electric,fast,advanced,BPQ,BCT,limited_stops,2025-12-05 20:17:51,2025-12-05 20:27:58,2025-12-05 20:31:46,2025-12-05 20:51:45,17.16,5.9,5.61,3.7,20.1,2,False,False,up,False,6,12.7,23.7,0,0.58,False,none,clear,0.13,False,none,25.8,True
SEC003,single,True,6.4,1040.0,-10.0,mild,60,70,automatic,10,15,0.93,False,2025-12-05 01:49:29,2025-12-05 06:58:49,Train_42269,passenger,4,721.0,24.2,electric,medium,advanced,SC,RC,non_stop,2025-12-05 07:00:52,2025-12-05 07:06:16,2025-12-05 07:11:25,2025-12-05 07:12:55,20.53,9.2,9.87,4.6,6.4,2,False,False,down,True,7,4.3,22.8,1,0.58,False,none,clear,0.81,False,none,42.0,True
SEC003,double,True,7.9,780.0,-1.9,straight,110,50,absolute,7,19,0.52,False,2025-12-05 05:59:34,2025-12-05 10:30:37,Train_72470,MEMU,3,522.0,23.0,dual,medium,standard,DHNE,MAS,all_stops,2025-12-05 15:21:53,2025-12-05 15:34:17,2025-12-05 15:23:13,2025-12-05 15:34:42,-0.41,11.9,13.75,2.4,14.5,6,False,False,up,False,1,15.6,21.2,3,0.32,False,none,clear,0.68,True,low,21.3,True
SEC002,single,True,8.0,899.0,7.5,straight,110,0,absolute,3,17,0.89,False,2025-12-05 04:31:43,2025-12-05 07:38:07,Train_31194,MEMU,1,895.0,18.1,diesel,medium,standard,DHNE,BCT,limited_stops,2025-12-05 12:24:25,2025-12-05 12:31:25,2025-12-05 12:28:02,2025-12-05 12:43:23,3.51,8.0,8.09,6.5,12.2,5,False,False,up,False,5,17.6,12.1,0,0.55,True,point_failure,rain,0.11,False,none,26.4,True
SEC005,single,True,3.6,933.0,2.4,mild,130,0,automatic,7,10,0.45,True,2025-12-05 01:27:35,2025-12-05 04:59:28,Train_52075,MEMU,2,683.0,23.5,electric,fast,standard,DHNE,BCT,non_stop,2025-12-05 11:05:16,2025-12-05 11:17:13,2025-12-05 11:07:08,2025-12-05 11:19:05,22.1,10.8,11.58,4.2,10.2,4,False,False,up,False,1,8.4,24.5,4,0.4,False,none,clear,0.25,True,none,28.8,True
SEC004,double,True,3.0,1173.0,12.2,straight,90,30,automatic,5,17,0.62,False,2025-12-05 04:44:26,2025-12-05 07:06:45,Train_40043,express,4,530.0,21.6,diesel,medium,standard,BPQ,MUE,non_stop,2025-12-05 13:29:31,2025-12-05 13:33:57,2025-12-05 13:39:34,2025-12-05 13:47:05,0.98,9.2,11.63,7.2,12.7,0,False,False,down,False,1,16.6,5.8,4,0.93,False,none,clear,0.02,False,none,16.5,True
SEC001,double,True,5.4,1038.0,-1.7,sharp,60,70,MACL,3,16,0.91,False,2025-12-05 05:23:47,2025-12-05 10:43:27,Train_21862,passenger,4,529.0,20.3,electric,slow,standard,BPQ,HYB,non_stop,2025-12-05 08:52:42,2025-12-05 09:03:16,2025-12-05 09:03:49,2025-12-05 09:04:42,-1.33,7.7,7.66,6.0,8.1,2,False,True,down,False,3,13.5,9.8,1,0.7,False,none,rain,0.61,False,none,36.3,True
SEC003,single,True,7.2,745.0,-11.0,mild,60,0,MACL,5,20,0.5,True,2025-12-05 01:37:34,2025-12-05 05:07:43,Train_67619,express,5,654.0,19.4,dual,fast,standard,BPQ,BCT,all_stops,2025-12-05 15:12:19,2025-12-05 15:23:05,2025-12-05 15:21:40,2025-12-05 15:44:36,-1.87,7.9,7.59,5.0,14.3,0,False,False,up,False,4,17.7,12.0,0,0.85,False,none,clear,0.86,False,none,38.5,True
SEC003,double,True,7.5,1184.0,-13.5,straight,130,0,automatic,10,22,0.62,False,2025-12-05 03:19:12,2025-12-05 06:05:22,Train_91124,passenger,2,714.0,25.0,electric,fast,advanced,SC,BCT,non_stop,2025-12-05 09:31:01,2025-12-05 09:36:45,2025-12-05 09:31:53,2025-12-05 09:46:07,15.64,5.3,5.51,7.1,8.7,2,False,True,up,False,2,18.9,16.4,2,0.42,False,none,fog,0.4,False,none,25.2,True
SEC001,single,False,7.3,711.0,-0.7,sharp,130,0,absolute,10,21,0.74,True,2025-12-05 04:40:12,2025-12-05 07:42:47,Train_43230,express,3,625.0,20.4,electric,medium,advanced,BPQ,BCT,all_stops,2025-12-05 12:30:45,2025-12-05 12:33:11,2025-12-05 12:39:41,2025-12-05 12:53:00,9.12,6.6,8.6,6.5,12.5,1,False,False,up,False,3,14.1,11.7,4,0.63,False,none,fog,0.54,True,none,29.5,True
SEC001,single,True,5.5,904.0,-1.9,straight,90,0,automatic,7,19,0.79,False,2025-12-05 01:24:31,2025-12-05 06:00:20,Train_58129,freight,1,754.0,20.2,electric,fast,standard,NDLS,MAS,limited_stops,2025-12-05 14:20:10,2025-12-05 14:28:27,2025-12-05 14:20:34,2025-12-05 14:32:41,17.63,4.1,5.78,2.2,14.0,2,True,False,down,False,3,12.8,15.4,0,0.53,False,none,fog,0.61,False,none,30.7,True
SEC002,single,True,7.1,990.0,-7.3,straight,110,0,MACL,10,11,0.48,False,2025-12-05 02:02:48,2025-12-05 06:31:23,Train_67794,express,1,659.0,22.6,electric,fast,advanced,DHNE,BCT,all_stops,2025-12-05 11:11:24,2025-12-05 11:17:09,2025-12-05 11:12:34,2025-12-05 11:29:27,2.33,2.4,2.87,3.2,10.6,4,False,False,up,False,5,7.6,10.6,0,0.86,False,none,fog,0.71,False,none,37.1,True
SEC004,double,True,7.0,690.0,2.7,straight,90,30,MACL,3,10,0.76,False,2025-12-05 01:13:28,2025-12-05 04:55:20,Train_79470,freight,5,437.0,20.2,electric,fast,standard,BPQ,RC,limited_stops,2025-12-05 21:16:57,2025-12-05 21:30:20,2025-12-05 21:26:38,2025-12-05 21:31:13,10.64,11.6,14.14,5.4,20.4,2,False,False,up,False,1,17.5,20.1,0,0.36,True,point_failure,clear,0.76,False,none,29.7,True
SEC003,single,True,4.7,1169.0,-7.5,straight,110,70,MACL,5,18,0.66,False,2025-12-05 02:30:11,2025-12-05 08:12:48,Train_91670,MEMU,4,512.0,18.4,electric,slow,standard,KZJ,HYB,all_stops,2025-12-05 19:06:01,2025-12-05 19:16:41,2025-12-05 19:13:06,2025-12-05 19:17:03,13.91,7.3,9.68,6.2,18.5,5,False,True,up,False,6,6.2,6.5,0,0.86,True,signal_failure,clear,0.12,False,none,26.6,True
SEC005,double,True,3.9,651.0,-8.5,straight,60,50,absolute,5,15,0.91,False,2025-12-05 01:10:27,2025-12-05 03:25:37,Train_91013,freight,2,449.0,20.4,diesel,medium,standard,BPQ,RC,non_stop,2025-12-05 14:54:52,2025-12-05 15:07:52,2025-12-05 15:13:36,2025-12-05 15:31:55,7.55,3.4,2.5,6.1,14.4,0,False,False,up,False,2,12.1,19.6,1,0.43,False,none,rain,0.52,False,none,29.7,True
SEC002,single,True,6.4,809.0,3.7,straight,130,30,absolute,3,11,0.6,False,2025-12-05 04:02:33,2025-12-05 09:10:08,Train_28032,MEMU,2,700.0,21.3,diesel,slow,standard,SC,BCT,non_stop,2025-12-05 20:52:38,2025-12-05 20:57:32,2025-12-05 21:06:36,2025-12-05 21:19:13,18.15,2.5,4.79,7.0,20.7,3,False,False,down,False,5,11.6,7.5,3,0.28,False,none,clear,0.11,False,none,18.9,True
